device_id,optical_mean,optical_std,optical_min,optical_max,optical_readings,optical_below_threshold,optical_range,temp_mean,temp_std,temp_min,temp_max,temp_above_threshold,temp_range,battery_mean,battery_std,battery_min,battery_max,battery_below_threshold,snr_mean,snr_std,snr_min,rsrp_mean,rsrp_std,rsrp_min,rsrq_mean,rsrq_std,rsrq_min,total_messages,max_frame_count
861275072310457,-4.566394557823129,0.05124405181962257,-4.63,-4.45,147.0,0.0,0.17999999999999972,22.591836734693878,5.986005485446199,12.0,40.0,0.0,28.0,3.4887755102040816,0.04574943609479074,3.32,3.55,0.0,22.693877551020407,0.8408430610980279,18.0,-53.53741496598639,0.893447293548885,-57.0,-1.183673469387755,1.122743753704774,-7.0,309,148
861275072310473,-17.594545454545454,1.7017703549708556,-31.0,-14.58,154.0,1.0,16.42,21.292207792207794,4.851959141635031,14.0,34.0,0.0,20.0,3.329935064935065,0.12357155982021513,3.0,3.5,0.0,5.915584415584416,3.4921972757976985,-3.0,-83.41558441558442,4.180098036035352,-104.0,-6.584415584415584,1.578869036368724,-13.0,314,164
861275072310499,-31.0,0.0,-31.0,-31.0,151.0,151.0,0.0,22.072847682119207,5.963331661354351,10.0,38.0,0.0,28.0,3.39,0.14977316181479236,2.97,3.52,0.0,1.5231788079470199,2.8444904337709715,-5.0,-68.27152317880795,2.8680627023234875,-76.0,-9.072847682119205,2.2600865403736043,-15.0,311,163
861275072310572,-14.132642857142857,1.3239887471072374,-14.85,-11.35,140.0,0.0,3.5,24.65714285714286,6.278628164983281,17.0,42.0,0.0,25.0,3.1317142857142857,0.04860563453056888,3.02,3.22,0.0,6.507142857142857,4.335724825633849,-7.0,-98.01428571428572,3.166791977470488,-108.0,-8.964285714285714,2.5001027728104686,-18.0,289,159
861275072310598,-2.7026,0.060350541998088696,-2.81,-2.59,150.0,0.0,0.2200000000000002,29.86,6.582496619442082,18.0,43.0,0.0,25.0,3.452733333333333,0.07656112763003226,3.16,3.54,0.0,6.9,3.5002396849857287,-8.0,-75.40666666666667,2.954002328014487,-87.0,-5.96,1.4831491980324032,-15.0,306,160
861275072310614,-10.211208053691275,0.10016818796726756,-10.49,-10.01,149.0,0.0,0.4800000000000004,27.51006711409396,10.709062498186285,12.0,53.0,0.0,41.0,3.493758389261745,0.04233834933502975,3.33,3.54,0.0,2.778523489932886,2.7701244912602085,-7.0,-68.89261744966443,2.269483033160097,-78.0,-5.76510067114094,1.232385413482491,-11.0,304,159
861275072310879,0.7724503311258278,0.08458500172345151,0.56,1.0,151.0,0.0,0.43999999999999995,21.47682119205298,7.360103656050949,8.0,38.0,0.0,30.0,3.1441721854304636,0.061203024063565314,3.07,3.42,0.0,6.801324503311259,2.4386331350428496,-2.0,-93.1523178807947,3.49999684641927,-104.0,-7.927152317880795,1.419386429639438,-15.0,305,158
861275072310929,-16.359931972789116,0.08051628439595859,-16.59,-16.21,147.0,0.0,0.379999999999999,18.931972789115648,6.171809379181532,10.0,39.0,0.0,29.0,3.486530612244898,0.048309122500267594,3.29,3.55,0.0,6.136054421768708,1.7658846817804243,-1.0,-77.53061224489795,1.0290714157691614,-81.0,-7.809523809523809,0.7704591526720108,-11.0,300,153
861275072311000,-11.36753086419753,5.603227982793533,-31.0,-9.0,81.0,6.0,22.0,22.012345679012345,6.885662326821754,12.0,37.0,0.0,25.0,3.3395061728395063,0.0837839667622617,3.09,3.57,0.0,3.049382716049383,3.6500042279698155,-5.0,-74.60493827160494,3.5870566358285987,-83.0,-7.419753086419753,1.787905181566295,-13.0,207,130
861275072311018,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1
861275072311083,-7.561020408163266,4.862281686431873,-31.0,-6.01,147.0,6.0,24.990000000000002,17.789115646258505,5.14213229653103,9.0,34.0,0.0,25.0,3.435238095238095,0.10295186621907763,2.93,3.52,0.0,16.45578231292517,4.228460797904016,-1.0,-74.51700680272108,4.238366416853906,-94.0,-3.122448979591837,2.090087365230673,-11.0,309,163
861275072311133,-22.350855263157893,1.510456246181183,-31.0,-19.22,152.0,1.0,11.780000000000001,19.223684210526315,0.9292692309498333,18.0,21.0,0.0,3.0,3.376578947368421,0.12914443509793683,3.03,3.51,0.0,20.151315789473685,3.3588074760554507,-8.0,-83.64473684210526,5.8109372723571395,-128.0,-2.0328947368421053,1.9168743983487713,-18.0,307,160
861275072311299,-7.748148148148148,4.697301219470468,-31.0,-6.47,27.0,1.0,24.53,29.666666666666668,1.617215080125281,26.0,31.0,0.0,5.0,3.1585185185185187,0.022136587135972257,3.11,3.2,0.0,-5.222222222222222,2.025478734167333,-9.0,-111.96296296296296,2.5035587206627006,-118.0,-16.074074074074073,1.9399826709362022,-20.0,105,223
861275072311331,-26.383999999999997,9.624130164777045,-31.0,-6.37,85.0,69.0,24.63,25.576470588235296,5.691213927308176,16.0,46.0,0.0,30.0,3.4236470588235295,0.05967864455771847,3.26,3.6,0.0,18.63529411764706,4.029200141654991,1.0,-74.67058823529412,2.5137158763477623,-80.0,-4.223529411764706,2.326741388765859,-13.0,212,94
861275072311356,-0.559741935483871,2.819924229521599,-31.0,1.22,155.0,1.0,32.22,27.509677419354837,6.208883185786839,16.0,40.0,0.0,24.0,3.0823225806451613,0.042254936772035054,2.95,3.14,0.0,9.696774193548388,3.094557840451708,-1.0,-99.14838709677419,1.8119142076644559,-104.0,-8.058064516129033,1.5882634054719298,-12.0,313,160
861275072311372,-4.010930232558139,0.05381073382922218,-4.15,-3.93,86.0,0.0,0.2200000000000002,26.1046511627907,6.744111278419457,14.0,45.0,0.0,31.0,3.4803488372093025,0.027629808047644075,3.43,3.6,0.0,20.186046511627907,1.2415514763389606,15.0,-63.56976744186046,0.9886496753524749,-66.0,-2.0348837209302326,1.2690679712812372,-5.0,208,78
861275072322601,-5.5111904761904755,0.05510146484959767,-5.62,-5.43,126.0,0.0,0.1900000000000004,19.396825396825395,5.763442533874165,10.0,36.0,0.0,26.0,3.4353174603174605,0.02402287269870976,3.37,3.48,0.0,14.198412698412698,2.8594260718398465,1.0,-66.8015873015873,2.4462864632576165,-85.0,-4.992063492063492,1.5465886679839946,-10.0,303,173
861275072330646,-30.783821656050957,1.3887097567535014,-31.0,-15.34,157.0,152.0,15.66,27.67515923566879,6.7995253986994095,15.0,44.0,0.0,29.0,3.4876433121019104,0.039502355129213754,3.33,3.53,0.0,10.802547770700636,2.9557408079303684,1.0,-71.14649681528662,1.5392942381469232,-75.0,-7.598726114649682,1.6324430041154419,-12.0,323,170
861275072330661,-7.525826086956522,4.487276551170201,-31.0,-6.37,115.0,4.0,24.63,18.982608695652175,5.5614314210283045,10.0,36.0,0.0,26.0,3.0103478260869565,0.06964736282689658,2.83,3.21,0.0,10.28695652173913,2.3979714284739235,3.0,-117.30434782608695,2.599507082302003,-126.0,-6.6869565217391305,0.958482146108548,-10.0,282,414
861275072330687,-17.45608108108108,10.755586090801673,-31.0,-8.9,148.0,57.0,22.1,33.4527027027027,6.632567001294394,21.0,46.0,0.0,25.0,3.1774999999999998,0.09704389216639409,2.95,3.4,0.0,1.1418918918918919,1.7063711550672012,-4.0,-91.43243243243244,1.637827340339669,-97.0,-8.155405405405405,1.3638323247520605,-14.0,305,160
861275072330703,-30.84900621118012,1.3505041674171834,-31.0,-18.83,161.0,159.0,12.170000000000002,26.993788819875775,8.360245880362863,14.0,49.0,0.0,35.0,3.490869565217391,0.023701036484398308,3.4,3.53,0.0,16.770186335403725,3.6336077925475263,7.0,-69.16770186335404,1.800125081920424,-74.0,-4.453416149068323,1.6880103323106694,-10.0,325,169
861275072330729,-5.862394636015326,0.05605568086259404,-5.96,-5.74,522.0,0.0,0.21999999999999975,18.04022988505747,5.828343475034936,9.0,42.0,0.0,33.0,3.4004022988505747,0.07272612518574362,3.19,3.55,0.0,8.469348659003831,3.8148134285081903,-3.0,-77.13793103448276,1.6820544092096796,-81.0,-8.339080459770114,1.7562516568502982,-14.0,1089,578
861275072330802,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,126
861275072330828,-31.0,0.0,-31.0,-31.0,100.0,100.0,0.0,17.09,6.973390984175619,7.0,40.0,0.0,33.0,3.0923000000000003,0.07668451702602781,2.99,3.54,0.0,8.35,4.110530944593975,-10.0,-98.52,3.658337647543534,-111.0,-7.6,2.4741083487212365,-23.0,218,103
861275072330844,-8.556,0.15535916641201203,-8.75,-8.15,35.0,0.0,0.5999999999999996,21.085714285714285,7.147074385292737,15.0,39.0,0.0,24.0,3.4337142857142857,0.13266689188219005,2.9,3.59,0.0,20.8,5.438425377647036,-1.0,-76.14285714285714,13.877919103938535,-132.0,-1.6857142857142857,2.846787958502049,-13.0,114,42
861275072330885,-0.7521818181818182,0.090007267506525,-0.97,-0.64,165.0,0.0,0.32999999999999996,29.303030303030305,0.9590661262092309,26.0,31.0,0.0,5.0,3.1835757575757575,0.05161952168005309,3.06,3.29,0.0,17.715151515151515,2.2328098359440594,7.0,-99.7090909090909,3.6676206512785967,-115.0,-3.860606060606061,1.599912229669482,-10.0,339,177
861275072330968,-12.1965,0.030082022165305707,-12.26,-12.13,140.0,0.0,0.129999999999999,19.12857142857143,6.049963264223871,9.0,40.0,0.0,31.0,3.3975000000000004,0.1261158825340337,2.81,3.56,0.0,19.82857142857143,5.465316221202479,-4.0,-75.44285714285714,14.515321316770256,-123.0,-4.0285714285714285,2.0774322042383417,-13.0,326,129
861275072331040,-5.93476510067114,0.01276523428064601,-5.97,-5.91,149.0,0.0,0.05999999999999961,22.033557046979865,6.983006503612462,13.0,43.0,0.0,30.0,3.081275167785235,0.11297146608531243,2.86,3.55,0.0,9.241610738255034,5.857140487071258,-7.0,-91.59731543624162,8.972118571627394,-109.0,-6.275167785234899,2.720937488486734,-16.0,310,150
861275072331156,-20.854821428571427,4.489528823656391,-31.0,-18.01,56.0,9.0,12.989999999999998,23.517857142857142,7.804406847017026,9.0,42.0,0.0,33.0,3.205535714285714,0.10059675835834782,3.05,3.59,0.0,7.482142857142857,1.7371980724307585,3.0,-91.46428571428571,2.2959591833106665,-99.0,-6.232142857142857,1.0088890637018237,-9.0,133,61
861275072331172,-1.5470666666666666,3.4365167995583152,-31.0,-1.0,150.0,2.0,30.0,19.526666666666667,6.871492190325201,10.0,42.0,0.0,32.0,2.9402000000000004,0.040491444120701145,2.82,3.02,0.0,7.033333333333333,3.292082563707051,-5.0,-99.06666666666666,3.719469303753689,-111.0,-7.06,2.105378220098334,-16.0,312,164
861275072331255,-10.823732394366198,0.0378614337158628,-10.91,-10.74,142.0,0.0,0.16999999999999993,28.866197183098592,5.223010834146243,18.0,40.0,0.0,22.0,3.529154929577465,0.015274925345848879,3.48,3.55,0.0,7.535211267605634,1.9702106732259417,1.0,-66.62676056338029,1.518720789309387,-72.0,-6.190140845070423,1.0101126865832566,-13.0,284,156
861275072331313,-0.1281208053691275,0.05204427854314754,-0.25,-0.03,149.0,0.0,0.22,27.78523489932886,7.527035738274418,15.0,42.0,0.0,27.0,3.5040939597315437,0.027411119829289482,3.42,3.55,0.0,21.583892617449663,1.8493997241652285,12.0,-61.20805369127517,3.501496143128109,-74.0,-1.1006711409395973,1.2773757222194186,-9.0,304,159
