device_id,total_messages,max_frame_count,msg6_count,msg6_rate,is_critical,severity_category,optical_mean,optical_std,optical_min,optical_max,optical_readings,optical_below_threshold,optical_range,temp_mean,temp_std,temp_min,temp_max,temp_above_threshold,temp_range,battery_mean,battery_std,battery_min,battery_max,battery_below_threshold,snr_mean,snr_std,snr_min,rsrp_mean,rsrp_std,rsrp_min,rsrq_mean,rsrq_std,rsrq_min,is_critical_target
861275072310234,495,239.0,27.0,0.0545454545454545,0,unstable,-3.8417924528301888,0.0680158494187506,-4.28,-3.74,212,0,0.54,17.004716981132077,4.852807504714619,4.0,31.0,0,27.0,3.430235849056604,0.0416876337004284,3.32,3.52,0,20.4622641509434,1.4935851984602249,11.0,-57.89622641509434,2.078685536551321,-63.0,-2.141509433962264,1.3764345674219278,-11.0,0
861275072310242,2063,615.0,54.0,0.0261754726126999,0,healthy,-15.149192229038857,2.18267029180396,-31.0,-14.48,978,1,16.52,17.040899795501023,4.94456102541605,0.0,33.0,0,33.0,3.081482617586912,0.112158273003697,2.73,3.55,0,-2.565439672801636,2.934688568102409,-11.0,-89.86094069529652,3.4969043093545307,-97.0,-9.939672801635991,3.156679761875488,-25.0,0
861275072310267,402,170.0,9.0,0.0223880597014925,0,healthy,-9.957657142857144,0.0217799112032105,-9.99,-9.83,175,0,0.1600000000000001,23.94857142857143,6.95078641993126,14.0,40.0,0,26.0,3.3481142857142854,0.1893679401291796,2.86,3.57,0,17.251428571428573,6.1011291318154415,-10.0,-79.70857142857143,10.143832604172738,-118.0,-3.4685714285714284,3.2550377779621216,-18.0,0
861275072310366,13,3.0,0.0,0.0,0,,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,0
861275072310374,5304,885.0,54.0,0.0101809954751131,0,healthy,-10.878542385884158,0.4040313264652815,-31.0,-10.77,2607,1,20.23,31.863444572305333,5.34860660187632,9.0,49.0,0,40.0,3.224691215957039,0.2432350451610377,2.14,3.58,1,0.7667817414652858,1.7680332021755054,-8.0,-87.00409836065573,1.3396433704218336,-94.0,-6.711065573770492,1.005386157795468,-14.0,0
861275072310382,210,73.0,6.0,0.0285714285714285,0,healthy,-9.285747126436782,3.351272799575092,-31.0,-8.1,87,1,22.9,21.919540229885055,7.984313677607643,13.0,52.0,0,39.0,3.2467816091954025,0.1851680208268026,2.63,3.55,0,2.32183908045977,3.558462736009925,-4.0,-77.83908045977012,1.9581289314178472,-81.0,-9.873563218390805,1.9871950414050632,-14.0,0
861275072310390,1063,339.0,6.0,0.0056444026340545,0,healthy,-1.1790729783037477,0.107560666766171,-2.4,-1.03,507,0,1.37,23.763313609467456,6.146369736279424,14.0,40.0,0,26.0,3.4422879684418146,0.0426527933881158,3.21,3.6,0,12.396449704142013,4.265708845604588,3.0,-77.90532544378698,3.928575665742746,-86.0,-4.684418145956608,2.156663954755403,-9.0,0
861275072310432,54,38.0,12.0,0.2222222222222222,0,unstable,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,0
861275072310457,145,68.0,0.0,0.0,0,,-4.5440625,0.03368347685295,-4.61,-4.51,32,0,0.1000000000000005,23.25,6.005373937485679,16.0,37.0,0,21.0,3.4984375,0.0242446369194268,3.46,3.55,0,22.6875,0.7803018439949603,21.0,-53.53125,1.1354798616131565,-57.0,-1.09375,0.9283830897266078,-4.0,0
861275072310473,1074,341.0,3.0,0.0027932960893854,0,healthy,-15.931760154738877,2.177844437046684,-31.0,-14.47,517,1,16.53,18.437137330754357,4.8527158070478364,7.0,40.0,0,33.0,3.206905222437137,0.1343419820145145,2.87,3.55,0,5.911025145067698,3.649335491351304,-9.0,-83.20502901353966,3.3866664352620304,-97.0,-6.663442940038685,1.547340223287108,-16.0,0
861275072310499,1310,342.0,96.0,0.0732824427480916,0,unstable,-5.683073005093378,11.747463681814285,-31.0,-0.12,589,1,30.88,20.43123938879457,6.149562397357236,9.0,40.0,0,31.0,3.464974533106961,0.0321540884609734,3.34,3.56,0,4.811544991511036,1.4286199361155796,-2.0,-65.58064516129032,1.1045817957957034,-73.0,-7.33786078098472,0.7734604024709633,-12.0,0
861275072310572,1116,341.0,0.0,0.0,0,,-13.43140221402214,4.60986014966588,-31.0,-10.84,542,1,20.16,21.313653136531364,5.397794950420321,10.0,46.0,0,36.0,3.004188191881919,0.086533068315336,2.79,3.53,0,7.568265682656826,4.299975104115198,-8.0,-96.9870848708487,3.625466913417942,-110.0,-8.457564575645756,2.2897844280359405,-18.0,0
861275072310598,1114,385.0,3.0,0.0026929982046678,0,healthy,-2.297610789980732,1.8058299182877016,-31.0,-1.94,519,1,29.06,27.79383429672447,7.204800559342539,15.0,44.0,0,29.0,3.5115606936416186,0.0506184882012538,2.93,3.6,0,13.136801541425818,2.508397899134768,1.0,-69.10789980732177,2.43524538764578,-89.0,-3.894026974951831,1.9398142467804127,-11.0,0
861275072310929,2684,1050.0,207.0,0.077123695976155,0,unstable,-16.43003294892916,0.5976659732378946,-31.0,-14.93,1214,1,16.07,22.934102141680395,9.665498946546103,-1.0,42.0,0,43.0,3.349192751235585,0.1232976709452387,2.84,3.55,0,7.58154859967051,1.6745578561853176,-2.0,-77.31466227347612,0.9719050107830708,-86.0,-7.42668863261944,0.7688147258541111,-13.0,0
861275072310937,52,41.0,9.0,0.173076923076923,0,unstable,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,0
861275072311000,51,40.0,9.0,0.1764705882352941,0,unstable,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,0
861275072311018,53,37.0,12.0,0.2264150943396226,0,unstable,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,0
861275072311091,49,39.0,6.0,0.1224489795918367,0,unstable,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,0
861275072311109,51,40.0,9.0,0.1764705882352941,0,unstable,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,0
861275072311133,1131,342.0,12.0,0.0106100795755968,0,healthy,-19.64615238095238,4.115629636517359,-31.0,1.35,525,1,32.35,20.723809523809525,1.2378820105512998,18.0,24.0,0,6.0,3.4282285714285714,0.1009085877180197,3.02,3.57,0,20.636190476190475,2.820830497650296,-1.0,-79.94857142857143,6.047460420328656,-117.0,-2.3104761904761904,1.7747123092049253,-13.0,0
861275072311299,945,217.0,219.0,0.2317460317460317,0,unstable,-6.9172870662460575,4.09069624651553,-31.0,1.5,317,1,32.5,28.21766561514196,2.233222307602784,21.0,32.0,0,11.0,3.1444794952681385,0.0355712476658316,3.03,3.27,0,-4.302839116719243,3.512602737267261,-10.0,-111.90851735015772,3.455113163415658,-121.0,-15.31230283911672,2.6505803155656427,-21.0,0
861275072311331,53,41.0,12.0,0.2264150943396226,0,unstable,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,0
861275072311372,56,41.0,9.0,0.1607142857142857,0,unstable,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,0
861275072322601,1282,351.0,150.0,0.1170046801872074,0,unstable,-5.908893058161351,2.8982864547660405,-31.0,-5.26,533,1,25.74,18.0656660412758,6.45788870159953,0.0,37.0,0,37.0,3.4281801125703564,0.05780337928165,2.91,3.55,0,15.200750469043152,2.912740906107768,-5.0,-65.98686679174484,2.4636103723617966,-93.0,-4.474671669793621,1.6029273429599578,-13.0,0
861275072330646,1393,383.0,87.0,0.0624551328068916,0,unstable,-2.4701898734177217,10.544434105899342,-31.0,1.5,632,1,32.5,25.248417721518987,6.216128301297819,14.0,44.0,0,30.0,3.467610759493671,0.1125985551530752,2.87,3.59,0,17.783227848101266,5.432674261160549,1.0,-61.41297468354431,6.860301011216113,-78.0,-3.3022151898734178,3.1815825231166373,-11.0,0
861275072330687,1264,468.0,102.0,0.0806962025316455,0,unstable,-8.979159212880143,0.034190716163615,-9.08,-8.88,559,0,0.1999999999999993,31.82468694096601,9.00565526426234,14.0,48.0,0,34.0,3.129552772808587,0.1218906334018942,2.73,3.6,0,-0.998211091234347,2.764663807716511,-9.0,-91.96064400715564,2.129808145968406,-98.0,-11.753130590339891,2.367617566605077,-25.0,0
861275072330729,1683,217.0,348.0,0.2067736185383244,0,unstable,-5.7870433436532505,0.1446045277169573,-5.98,-5.42,646,0,0.5600000000000005,16.826625386996906,6.461163891040792,0.0,42.0,0,42.0,3.3693343653250776,0.1092129260678159,2.87,3.59,0,7.352941176470588,3.959392603125095,-4.0,-78.20743034055728,2.137956836122868,-89.0,-8.218266253869968,1.7263235381747912,-14.0,0
861275072330760,15,4.0,0.0,0.0,0,,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,0
861275072330802,245,126.0,48.0,0.1959183673469387,0,unstable,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,0
861275072330828,1298,180.0,90.0,0.0693374422187981,0,unstable,-23.983140350877196,10.155046870391356,-31.0,-9.2,570,1,21.8,18.352631578947367,6.03855815793547,2.0,42.0,0,40.0,3.137929824561404,0.1253869735400641,2.8,3.56,0,7.692982456140351,5.51484208121239,-13.0,-92.92456140350878,8.852010796988507,-115.0,-7.770175438596492,2.3924650987224085,-24.0,0
861275072330844,16,7.0,0.0,0.0,0,,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,0
861275072330885,1163,331.0,78.0,0.0670679277730008,0,unstable,-0.6297884615384616,0.0506998559807867,-0.75,-0.53,520,0,0.2199999999999999,25.4,2.7930549707021783,18.0,31.0,0,13.0,3.1536153846153847,0.1111405494325787,2.89,3.6,0,17.998076923076923,2.068666170343082,0.0,-96.63846153846154,5.926985211550632,-128.0,-3.6365384615384615,1.6437572504251294,-13.0,0
861275072330968,105,52.0,0.0,0.0,0,,-12.21625,0.0279459882786338,-12.26,-12.17,24,0,0.0899999999999998,19.416666666666668,7.008793648396071,12.0,40.0,0,28.0,3.411666666666666,0.1417182344337331,2.81,3.56,0,21.95833333333333,4.447560803569669,2.0,-72.41666666666667,10.07759748226197,-119.0,-2.5,1.9110661718118185,-8.0,0
861275072331040,176,57.0,0.0,0.0,0,,-5.939850746268657,0.0110772134819884,-5.96,-5.91,67,0,0.0499999999999998,21.55223880597015,7.483888921987893,13.0,43.0,0,30.0,3.24955223880597,0.2195410697811902,2.86,3.56,0,13.328358208955224,11.259188920276156,-7.0,-77.91044776119404,21.388705135473483,-109.0,-5.656716417910448,4.894499815983831,-16.0,0
861275072331115,46,37.0,3.0,0.0652173913043478,0,unstable,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,0
861275072331156,61,40.0,15.0,0.2459016393442623,0,unstable,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,0
861275072331172,458,180.0,24.0,0.0524017467248908,0,unstable,-20.02460396039604,13.328329611784898,-31.0,-1.28,202,1,29.72,19.26237623762376,6.678507169045692,11.0,42.0,0,31.0,2.929950495049505,0.062162501892578,2.79,3.55,0,5.108910891089109,4.13311102780212,-6.0,-101.68316831683168,4.859069978514993,-117.0,-8.178217821782178,2.6007883978951605,-17.0,0
861275072331198,13,3.0,0.0,0.0,0,,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,0
861275072331214,14,4.0,0.0,0.0,0,,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,0
861275072331255,5757,1705.0,6.0,0.0010422094841063,0,healthy,-10.58416288011185,0.5552816081682206,-31.0,-10.44,2861,1,20.56,31.53757427472912,4.735715022163193,9.0,43.0,0,34.0,3.526183152743796,0.0216756125082808,3.12,3.6,0,1.048584411045089,2.4850776160202743,0.0,-66.56616052060737,1.3777992092949,-76.0,-6.44468546637744,0.9039039476104226,-13.0,0
861275072331297,50,38.0,12.0,0.24,0,unstable,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,0
861275072331313,1269,379.0,3.0,0.0023640661938534,0,healthy,-0.4296084828711256,3.0421818005999874,-31.0,0.02,613,1,31.02,24.787928221859705,8.070201650990512,5.0,43.0,0,38.0,3.492479608482871,0.0454252059809147,3.29,3.6,0,21.778140293637847,2.3988787821934814,1.0,-61.44698205546493,4.174605557822557,-87.0,-1.3099510603588906,1.5227626352628412,-10.0,0
861275072331339,1152,269.0,216.0,0.1875,0,unstable,-12.15219954648526,4.770206962929555,-31.0,-8.33,441,1,22.67,16.707482993197278,7.1454475822217285,0.0,38.0,0,38.0,3.2965532879818595,0.1391692968174534,2.79,3.58,0,16.077097505668934,4.026440646980015,-1.0,-82.80498866213152,3.2295612652154757,-104.0,-4.104308390022676,2.562492489593855,-18.0,0
861275072331370,1472,224.0,216.0,0.1467391304347826,0,unstable,-6.490464344941957,0.0777643384287173,-6.61,-6.32,603,0,0.29,18.971807628524047,2.3294021054579326,13.0,27.0,0,14.0,3.1607960199004976,0.0717440299349611,3.0,3.54,0,11.6832504145937,2.9357745386026,-1.0,-96.32835820895522,4.591083564554494,-103.0,-6.348258706467662,1.4733883428028378,-11.0,0
861275072331453,19,2.0,0.0,0.0,0,,-31.0,0.0,-31.0,-31.0,8,1,0.0,24.75,2.052872551885704,21.0,26.0,0,5.0,3.065,0.2703965342127848,2.81,3.54,0,2.0,6.210590034081188,-4.0,-93.16666666666669,8.886319072972041,-104.0,-9.333333333333334,4.0824829046386295,-14.0,0
861275072331511,1162,401.0,3.0,0.0025817555938037,0,healthy,-18.34236135957066,7.265080210936133,-31.0,-12.84,559,1,18.16,30.867620751341683,8.256441379755959,15.0,49.0,0,34.0,3.5193381037567084,0.0314766539870199,3.41,3.6,0,12.728085867620752,2.009238988176856,6.0,-67.99463327370304,1.0751209816236975,-71.0,-5.862254025044723,1.8810475042202968,-12.0,0
861275072331537,1276,410.0,3.0,0.0023510971786833,0,healthy,-8.687899838449113,11.946984011614402,-31.0,-1.77,619,1,29.23,21.68659127625202,1.8430305647958405,16.0,25.0,0,9.0,3.1283198707592894,0.0312069163354493,3.06,3.54,0,16.96930533117932,2.4143639742486074,1.0,-101.7237479806139,4.45178428732954,-116.0,-6.693053311793215,1.4013863508229971,-11.0,0
861275072331743,1130,338.0,0.0,0.0,0,,-8.145974264705883,1.7086270557212702,-31.0,-7.68,544,1,23.32,29.479779411764707,9.937167018272422,12.0,49.0,0,37.0,3.140128676470588,0.1244737799769255,2.84,3.6,0,-0.3474264705882353,2.1938035946489616,-7.0,-93.01470588235294,1.8327300294504116,-99.0,-10.371323529411764,1.810035787655734,-17.0,0
861275072332741,130,76.0,3.0,0.023076923076923,0,healthy,-9.1856,0.0263122278291541,-9.24,-9.14,25,0,0.0999999999999996,19.68,6.718878874732996,13.0,36.0,0,23.0,3.2684,0.1645113977814302,2.92,3.55,0,17.08,7.319608368394218,-7.0,-83.56,8.746808941932292,-104.0,-2.88,4.465795935030321,-19.0,0
861275072337682,1237,418.0,237.0,0.1915925626515764,0,unstable,-8.04471816283925,0.1130828643480994,-8.35,-7.84,479,0,0.5099999999999998,22.075156576200417,7.207808173633731,10.0,43.0,0,33.0,3.2265762004175365,0.0721514122822249,2.87,3.58,0,-2.4384133611691023,2.551532968602001,-11.0,-99.13152400835074,6.064284976404887,-123.0,-11.400835073068894,2.387659901092729,-29.0,0
861275072340199,554,78.0,90.0,0.1624548736462094,0,unstable,-16.318767772511848,11.068548164704572,-31.0,-5.71,211,1,25.29,22.27962085308057,4.600467041336153,14.0,37.0,0,23.0,3.1057345971563977,0.1074767114849661,2.92,3.57,0,4.971563981042654,1.4765296892605604,-3.0,-90.6824644549763,1.1906883133065644,-100.0,-6.881516587677726,0.8281876791322091,-11.0,0
861275072340223,424,206.0,0.0,0.0,0,,-6.357278106508876,0.0683891146741736,-6.73,-6.27,169,0,0.4600000000000008,22.644970414201183,7.315467234716776,14.0,46.0,0,32.0,3.3572189349112427,0.1262129931478335,2.84,3.56,0,16.183431952662723,1.9780245217728865,2.0,-77.09467455621302,1.766900041471253,-91.0,-2.3905325443786984,1.4804778268048298,-8.0,0
861275072340249,367,223.0,9.0,0.0245231607629427,0,healthy,-5.366333333333333,0.0207586015962033,-5.4,-5.33,30,0,0.0700000000000002,23.933333333333334,7.177230919941263,16.0,43.0,0,27.0,3.325333333333333,0.1058539440515297,3.16,3.5,0,-2.1666666666666665,1.3916830131877742,-7.0,-77.86666666666666,1.0742546199601593,-81.0,-8.633333333333333,1.0661996103898197,-11.0,0
861275072340306,332,136.0,6.0,0.0180722891566265,0,healthy,-13.968125,2.428915257254374,-31.0,-12.53,144,1,18.47,20.256944444444443,6.512759426966064,11.0,38.0,0,27.0,3.4469444444444446,0.1331400113649636,2.79,3.56,0,16.51388888888889,7.611167826284985,-8.0,-76.97916666666667,6.616855727630741,-114.0,-5.034722222222222,2.995131701330328,-21.0,0
861275072340322,50,21.0,0.0,0.0,0,,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,0
861275072340363,683,346.0,3.0,0.0043923865300146,0,healthy,-5.98682119205298,7.023002109666018,-31.0,-3.96,302,1,27.04,20.725165562913908,4.905820240452565,11.0,33.0,0,22.0,3.048940397350993,0.0702832647186323,2.91,3.57,0,2.384105960264901,4.502285764477217,-11.0,-96.5728476821192,3.3190767193725805,-112.0,-7.963576158940397,1.926040589220124,-16.0,0
861275072340389,1523,444.0,96.0,0.0630334865397242,0,unstable,-15.770129682997116,5.173165872954708,-31.0,-12.54,694,1,18.46,24.06195965417868,7.769992203226242,13.0,55.0,0,42.0,3.397319884726225,0.1555607785509037,2.6,3.59,0,6.583573487031701,4.248529622184636,-7.0,-76.26224783861672,2.272957559100372,-87.0,-9.26801152737752,1.5542846128928869,-17.0,0
861275072340447,578,255.0,6.0,0.0103806228373702,0,healthy,-22.248992248062013,10.478966581429953,-31.0,-8.93,258,1,22.07,19.24806201550388,4.769440671922378,12.0,36.0,0,24.0,2.969728682170542,0.0951975420617517,2.68,3.55,0,14.655038759689925,4.212404532332715,0.0,-91.41472868217056,4.272172207855256,-112.0,-4.368217054263566,1.9527685423371317,-12.0,0
861275072340462,379,102.0,75.0,0.1978891820580474,0,unstable,1.2285,2.9667738894166464,-31.0,1.5,120,1,32.5,22.433333333333334,7.458268586483276,11.0,43.0,0,32.0,3.112416666666667,0.082696121187053,2.99,3.59,0,2.8833333333333333,4.845830458149734,-10.0,-96.125,3.32942698277248,-109.0,-9.416666666666666,2.617277221851444,-17.0,0
861275072340488,443,81.0,210.0,0.474040632054176,1,critical,-0.3491489361702127,3.2765582058776603,-31.0,0.3,94,1,31.3,25.117021276595743,2.261678808275059,21.0,30.0,0,9.0,3.2751063829787235,0.1536981029178303,3.08,3.57,0,9.797872340425531,2.434429509616419,4.0,-80.90425531914893,5.607347616204112,-87.0,-7.0212765957446805,1.4140517808062023,-11.0,1
861275072340520,435,109.0,78.0,0.1793103448275862,0,unstable,1.0666666666666669,3.7401623384117135,-31.0,1.5,150,1,32.5,20.92,7.043031684013171,10.0,39.0,0,29.0,3.1514,0.0548705615379497,3.07,3.57,0,2.1866666666666665,2.375452388328801,-4.0,-98.4,4.8989794855663575,-106.0,-10.146666666666668,1.547401661355576,-14.0,0
861275072340546,2242,698.0,3.0,0.0013380909901873,0,healthy,-23.84911231884058,12.053717495734418,-31.0,-1.59,1104,1,29.41,24.534420289855078,4.210754700605611,16.0,39.0,0,23.0,3.4778532608695656,0.0677792549789012,3.06,3.58,0,15.567934782608695,4.5234259687081,-6.0,-72.29166666666667,6.697591841570864,-118.0,-4.250905797101449,2.454573523529948,-15.0,0
861275072340561,454,149.0,39.0,0.0859030837004405,0,unstable,-2.0690340909090907,0.0346522145616405,-2.23,-2.03,176,0,0.2000000000000001,27.40340909090909,7.314313933082743,18.0,45.0,0,27.0,3.5142613636363635,0.0130283158154463,3.48,3.6,0,23.789772727272727,1.7553535922332664,4.0,-54.97159090909091,2.647756953180726,-86.0,-3.1193181818181817,1.2615054910289152,-7.0,0
861275072340603,1213,413.0,9.0,0.0074196207749381,0,healthy,-5.875728987993139,5.522256073334949,-31.0,-4.36,583,1,26.64,25.00686106346484,7.769441036091949,14.0,45.0,0,31.0,3.462607204116638,0.085172526039784,3.12,3.59,0,11.272727272727272,2.242067484306883,1.0,-75.4819897084048,1.5507236377192508,-85.0,-6.696397941680961,1.0961212744232172,-12.0,0
