device_id,total_messages,max_frame_count,msg6_count,msg6_rate,is_critical,severity_category,optical_mean,optical_std,optical_min,optical_max,optical_readings,optical_below_threshold,optical_range,temp_mean,temp_std,temp_min,temp_max,temp_above_threshold,temp_range,battery_mean,battery_std,battery_min,battery_max,battery_below_threshold,snr_mean,snr_std,snr_min,rsrp_mean,rsrp_std,rsrp_min,rsrq_mean,rsrq_std,rsrq_min,rssi_mean,rssi_std,rssi_min,is_critical_target
861275072310390,372,161.0,0.0,0.0,False,,-1.2125903614457831,0.048215811852501456,-1.32,-1.1,166,0,0.21999999999999997,21.512048192771083,5.312920730499605,14.0,33.0,0,19.0,3.4383734939759036,0.04033652704912518,3.37,3.56,0,17.379518072289155,3.0342393200251294,8.0,-73.36144578313252,3.0553611630111184,-83.0,-2.246987951807229,1.8205451963560737,-8.0,-71.1144578313253,2.5923258554115503,-77.0,0
861275072310416,1452,668.0,0.0,0.0,False,,-17.54106534090909,11.484447068448107,-31.0,-6.18,704,1,24.82,16.100852272727273,4.98387720449907,-2.0,30.0,0,32.0,3.444715909090909,0.06713760716331933,2.89,3.55,0,13.0625,2.6501160767943066,1.0,-63.10085227272727,2.898432275673551,-93.0,-5.877840909090909,1.1682708515665121,-11.0,-57.22301136363637,2.7878998902182968,-86.0,0
861275072310457,13,3.0,0.0,0.0,False,,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0
861275072310473,380,148.0,0.0,0.0,False,,-18.072658959537574,2.036073479619668,-31.0,-14.79,173,1,16.21,17.664739884393065,4.715483472521234,7.0,30.0,0,23.0,3.148728323699422,0.1497307706179604,2.87,3.54,0,7.826589595375722,3.073515606799474,0.0,-81.34682080924856,2.839905369620898,-97.0,-5.988439306358382,0.9763984562783635,-9.0,-75.35838150289017,2.453972037449918,-89.0,0
861275072310499,618,166.0,93.0,0.15048543689320387,False,unstable,-1.1603252032520326,5.193408842370808,-31.0,-0.13,246,1,30.87,19.865853658536587,6.0752334869825315,9.0,39.0,0,30.0,3.4544715447154473,0.03989175664490541,3.34,3.54,0,5.59349593495935,1.2606276271243322,2.0,-65.09349593495935,0.8447909860950747,-67.0,-7.069105691056911,0.7166395594520037,-9.0,-58.02439024390244,0.7609168973279034,-60.0,0
861275072310572,419,167.0,0.0,0.0,False,,-16.640461538461537,6.3197725468260435,-31.0,-10.84,195,1,20.16,19.95897435897436,5.287444667094548,10.0,39.0,0,29.0,3.0042051282051285,0.10394665054311727,2.79,3.5,0,9.569230769230769,3.5097914472475544,-7.0,-95.58974358974359,3.343850708805774,-110.0,-7.369230769230769,1.8408528175700498,-18.0,-88.22051282051282,2.70882287814174,-102.0,0
861275072310598,420,152.0,0.0,0.0,False,,-2.0445142857142855,0.04445931333108859,-2.14,-1.94,175,0,0.20000000000000018,25.662857142857142,6.899570439497626,16.0,41.0,0,25.0,3.5102285714285713,0.07040077623097958,2.93,3.58,0,11.782857142857143,1.9619199068396889,8.0,-67.72,0.9074405081668276,-71.0,-4.691428571428571,1.2984011893880374,-9.0,-63.02857142857143,1.2522557642825938,-67.0,0
861275072310614,596,186.0,78.0,0.13087248322147652,False,unstable,-10.43358024691358,0.14197522169430232,-10.84,-10.13,243,0,0.7099999999999991,22.604938271604937,8.978411682427414,10.0,45.0,0,35.0,3.479053497942387,0.06770995216370605,2.84,3.59,0,0.934156378600823,3.187622304934473,-8.0,-70.20164609053498,1.79889697788408,-74.0,-6.493827160493828,1.4182120345568003,-12.0,-63.70781893004115,1.703490757376344,-69.0,0
861275072310879,69,52.0,24.0,0.34782608695652173,False,critical,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,,,,1
861275072310929,2186,1050.0,24.0,0.010978956999085087,False,healthy,-16.427788279773157,0.45345621597431207,-31.0,-16.2,1058,1,14.8,23.64272211720227,9.566722764188007,-1.0,42.0,0,43.0,3.3321455576559544,0.11894931695431851,2.84,3.55,0,7.752362948960302,1.6383296442717281,-2.0,-77.32419659735349,0.9822456878999448,-86.0,-7.396975425330813,0.7641879838776501,-13.0,-69.92722117202268,0.9954466012295612,-77.0,0
861275072311083,699,213.0,9.0,0.012875536480686695,False,healthy,-6.046540084388186,0.056992523639863214,-6.24,-5.94,237,0,0.2999999999999998,14.042194092827005,4.330409842364382,0.0,23.0,0,23.0,3.4494514767932487,0.03774516985504418,3.33,3.54,0,18.20253164556962,1.8159818759509825,8.0,-72.85654008438819,0.9679665101128093,-75.0,-2.7257383966244726,1.2742112811071828,-7.0,-70.13080168776371,1.4540200667712269,-73.0,0
861275072311133,436,162.0,6.0,0.013761467889908258,False,healthy,-20.47368131868132,6.7717446088177615,-31.0,1.35,182,1,32.35,21.175824175824175,1.2312093196546883,18.0,24.0,0,6.0,3.4614835164835167,0.04909678402839303,3.06,3.57,0,21.28021978021978,1.8814429504343682,11.0,-76.53846153846153,3.9828574442433227,-92.0,-2.2472527472527473,1.6043339548012823,-8.0,-74.29120879120879,4.479274515835089,-90.0,0
861275072311299,319,75.0,84.0,0.26332288401253917,False,critical,-7.956117647058823,7.8368986963256475,-31.0,1.5,85,1,32.5,25.729411764705883,1.898547284825187,21.0,30.0,0,9.0,3.1269411764705883,0.045852338814829474,3.03,3.27,0,-4.258823529411765,5.061885920843165,-10.0,-115.25882352941177,4.572570760671127,-121.0,-15.529411764705882,3.6599122917350457,-21.0,-99.72941176470589,2.392389895431917,-104.0,1
861275072311356,543,193.0,6.0,0.011049723756906077,False,healthy,0.955,2.852407865718201,-31.0,1.22,254,1,32.22,23.141732283464567,6.5259886770227835,7.0,36.0,0,29.0,3.138464566929134,0.03914608199529622,3.02,3.57,0,5.059055118110236,6.899651756471946,-5.0,-99.31889763779527,1.648054657918983,-104.0,-8.893700787401574,2.1670638423173454,-15.0,-90.4251968503937,2.480021946349954,-98.0,0
861275072322601,756,351.0,3.0,0.003968253968253968,False,healthy,-5.899652173913044,2.7234165221434514,-31.0,-5.28,345,1,25.72,18.895652173913042,6.562810010011146,0.0,37.0,0,37.0,3.4267246376811595,0.05461277111745072,2.91,3.53,0,15.620289855072464,2.850570103635377,3.0,-65.09855072463768,1.408703506034438,-69.0,-4.284057971014493,1.5812880373590092,-11.0,-60.81449275362319,1.7016813985201287,-65.0,0
861275072330646,649,224.0,84.0,0.12942989214175654,False,unstable,0.7375665399239544,4.870493510186549,-31.0,1.5,263,1,32.5,23.84790874524715,5.031168633995672,14.0,37.0,0,23.0,3.4509885931558935,0.15650455406123615,2.87,3.59,0,21.76045627376426,0.8950857037031981,15.0,-56.30798479087453,0.8606167501318399,-59.0,-1.1406844106463878,1.1718626733598347,-8.0,-55.167300380228134,1.340272820680482,-58.0,0
861275072330661,55,27.0,0.0,0.0,False,,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0
861275072330687,554,150.0,45.0,0.0812274368231047,False,unstable,-8.989316239316238,0.029639507786875192,-9.08,-8.93,234,0,0.15000000000000036,30.94871794871795,9.631267173231448,14.0,44.0,0,30.0,3.1475213675213674,0.1360409303651021,2.73,3.6,0,-1.8247863247863247,2.707338809706277,-8.0,-91.05128205128206,2.093710810673781,-95.0,-12.444444444444445,1.819986532254299,-17.0,-78.6068376068376,1.3613756294339314,-82.0,0
861275072330703,606,186.0,84.0,0.13861386138613863,False,unstable,1.0172874493927127,2.898667820307137,-31.0,1.29,247,1,32.29,22.65182186234818,7.300199540696926,11.0,45.0,0,34.0,3.330971659919028,0.19920540122321423,2.81,3.6,0,16.967611336032387,3.5873200873774667,5.0,-70.49797570850203,2.041987103960468,-77.0,-5.133603238866397,1.6436513649251667,-10.0,-65.36437246963563,2.1157620604583047,-71.0,0
861275072330729,441,163.0,55.0,0.12471655328798185,False,unstable,-5.582556818181818,0.06217714011794649,-5.68,-5.42,176,0,0.2599999999999998,14.977272727272727,5.876786824160241,0.0,32.0,0,32.0,3.3317045454545453,0.1313248673299188,2.87,3.53,0,4.556818181818182,1.4410944614261927,1.0,-80.13636363636364,1.2437897680126702,-84.0,-7.7727272727272725,1.0661254037979662,-12.0,-72.36363636363636,0.883911025668703,-75.0,0
861275072330760,15,4.0,0.0,0.0,False,,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0
861275072330802,12,2.0,0.0,0.0,False,,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0
861275072330828,466,180.0,60.0,0.12875536480686695,False,unstable,-9.496720430107528,1.9974062904140863,-31.0,-9.2,186,1,21.8,16.28494623655914,6.389982806499884,2.0,33.0,0,31.0,3.1993548387096777,0.18916205808698403,2.8,3.53,0,3.4301075268817205,5.442371997699941,-5.0,-81.47311827956989,2.336971465203956,-85.0,-9.28494623655914,1.933904955128935,-14.0,-72.18817204301075,1.4339776063964933,-78.0,0
861275072330844,16,7.0,0.0,0.0,False,,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0
861275072330885,356,155.0,15.0,0.042134831460674156,False,healthy,-0.6186754966887418,0.0316580794677281,-0.69,-0.56,151,0,0.1299999999999999,23.218543046357617,1.0449500130634592,21.0,26.0,0,5.0,3.0584105960264902,0.13254479854113116,2.89,3.57,0,17.589403973509935,2.1856243140997744,0.0,-95.01986754966887,3.6814312410175405,-128.0,-2.8543046357615895,1.48950708174831,-13.0,-92.16556291390728,3.22579285050184,-115.0,0
861275072330901,22,4.0,0.0,0.0,False,,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0
861275072330968,14,4.0,0.0,0.0,False,,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0
861275072331040,13,3.0,0.0,0.0,False,,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0
861275072331172,23,4.0,3.0,0.13043478260869565,False,unstable,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0
861275072331198,13,3.0,0.0,0.0,False,,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0
861275072331214,14,4.0,0.0,0.0,False,,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0
861275072331255,5054,1705.0,0.0,0.0,False,,-10.547844073190134,0.5828340665192632,-31.0,-10.44,2514,1,20.560000000000002,32.04813046937152,4.1449644975218645,9.0,38.0,0,29.0,3.5250357995226733,0.02154264298524751,3.12,3.6,0,0.2740652346857597,1.2983458595732629,0.0,-66.85087719298245,1.1539271624714396,-70.0,-6.421052631578948,0.6769888672710527,-9.0,-58.78321400159109,2.413885059139628,-69.0,0
861275072331313,579,223.0,0.0,0.0,False,,-0.8047232472324722,4.55210897571971,-31.0,-0.02,271,1,30.98,23.18819188191882,7.411553097104082,5.0,37.0,0,32.0,3.4784870848708485,0.05223450345413623,3.29,3.6,0,22.28782287822878,1.2011565653309353,18.0,-60.43911439114391,3.4062825329490316,-72.0,-1.1143911439114391,1.4108755812257359,-10.0,-59.32472324723247,3.638998821533775,-72.0,0
861275072331339,651,269.0,0.0,0.0,False,,-12.2875,5.781596921255081,-31.0,-8.33,300,1,22.67,16.123333333333335,6.361579037344701,0.0,38.0,0,38.0,3.2635666666666667,0.14858174181988032,2.79,3.53,0,15.456666666666667,4.528038500767963,-1.0,-83.29333333333334,3.7049125241487344,-104.0,-4.696666666666666,2.747693874442298,-18.0,-78.59666666666666,3.342338449337832,-92.0,0
861275072331370,489,171.0,81.0,0.1656441717791411,False,unstable,-6.425691489361702,0.06476655349210672,-6.54,-6.32,188,0,0.21999999999999975,17.73936170212766,1.9625214647203253,13.0,25.0,0,12.0,3.155531914893617,0.10611886203562541,3.0,3.54,0,12.835106382978724,3.5943273026639657,-1.0,-91.97872340425532,5.759862452688226,-102.0,-5.781914893617022,1.8355644495176808,-11.0,-86.19680851063829,4.825133665880847,-93.0,0
861275072331396,13,3.0,0.0,0.0,False,,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0
861275072331453,17,2.0,0.0,0.0,False,,-31.0,0.0,-31.0,-31.0,7,1,0.0,25.142857142857142,1.8644544714716098,21.0,26.0,0,5.0,3.0814285714285714,0.287716791969034,2.81,3.54,0,1.8571428571428572,6.693991620066746,-4.0,-93.0,9.924716620639604,-104.0,-9.6,4.505552130427524,-14.0,-82.14285714285714,5.669467095138408,-93.0,0
861275072331479,13,3.0,0.0,0.0,False,,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0
861275072331511,439,143.0,3.0,0.00683371298405467,False,healthy,-15.48718592964824,2.821332538631063,-31.0,-13.1,199,1,17.9,28.462311557788944,8.391153150513393,15.0,45.0,0,30.0,3.507989949748744,0.034097008066520586,3.43,3.58,0,12.226130653266331,2.5013371379710105,6.0,-68.82412060301507,0.8066773762923118,-71.0,-6.055276381909548,1.9519376022366153,-12.0,-62.768844221105525,2.0466366029906924,-69.0,0
861275072331537,537,189.0,3.0,0.00558659217877095,False,healthy,-2.266693227091633,3.168106030661528,-31.0,-1.77,251,1,29.23,20.97609561752988,2.086007261449664,18.0,25.0,0,7.0,3.133745019920319,0.03419237817262182,3.06,3.54,0,16.89243027888446,2.192802423867578,5.0,-98.75697211155378,4.197225416298147,-111.0,-6.633466135458168,1.2965783963373008,-11.0,-92.12350597609561,4.374092506905192,-103.0,0
861275072331743,441,190.0,0.0,0.0,False,,-8.304726368159203,2.802964510968922,-31.0,-7.68,201,1,23.32,26.960199004975124,10.098931030569473,12.0,48.0,0,36.0,3.1413432835820894,0.15478270758442034,2.84,3.6,0,0.11940298507462686,2.2058267479090565,-7.0,-92.96019900497512,1.6608455557934965,-99.0,-10.676616915422885,1.8302733395622732,-17.0,-82.28358208955224,1.2386198385612972,-84.0,0
861275072332741,13,3.0,0.0,0.0,False,,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0
861275072337682,541,113.0,120.0,0.22181146025878004,True,unstable,-7.935979381443299,0.057118362587640484,-8.12,-7.84,194,0,0.27999999999999936,20.922680412371133,6.591657549876776,10.0,36.0,0,26.0,3.23020618556701,0.09828033691819033,2.87,3.58,0,-2.4329896907216493,2.291716177052166,-9.0,-99.17525773195877,6.624667842729498,-123.0,-11.221649484536082,2.3867825506023457,-29.0,-87.95360824742268,5.612062542457072,-106.0,0
861275072340199,459,78.0,54.0,0.11764705882352941,False,unstable,-14.387103825136613,10.581461438831063,-31.0,-5.71,183,1,25.29,21.48087431693989,4.165321947182165,14.0,35.0,0,21.0,3.09655737704918,0.10670208983660959,2.92,3.56,0,4.918032786885246,1.4558908224283864,-3.0,-90.72131147540983,1.2152575932018015,-100.0,-6.890710382513661,0.8638471567160106,-11.0,-83.83060109289617,0.894883606771925,-89.0,0
861275072340207,527,152.0,69.0,0.13092979127134724,False,unstable,-4.037943925233645,0.044102703817915305,-4.11,-3.99,214,0,0.1200000000000001,20.509345794392523,4.132478316312675,14.0,31.0,0,17.0,3.473271028037383,0.03103158169974487,3.38,3.56,0,12.046728971962617,2.5559768033291492,5.0,-78.74299065420561,2.0010143976569963,-86.0,-4.065420560747664,1.4026870794854973,-7.0,-74.67757009345794,1.5695942127557765,-79.0,0
861275072340223,14,4.0,0.0,0.0,False,,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0
861275072340249,60,30.0,0.0,0.0,False,,,,,,0,0,,,,,,0,,,,,,0,,,,,,,,,,,,,0
